"Time","Type","Ability","Amount","Source → Target",""
"00:02:29.791","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:02:37.048","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:02:44.368","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:02:45.986","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:02:46.098","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:02:46.840","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:02:51.728","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:02:51.731","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:02:58.916","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:01.570","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:06.152","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:07.897","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:08.868","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:13.471","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:15.558","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:16.340","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:20.847","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:28.117","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:35.388","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:42.660","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:44.257","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:44.557","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:49.936","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:51.605","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:52.645","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:57.259","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:03:59.513","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:00.153","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:04.527","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:11.805","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:19.013","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:21.278","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:26.291","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:33.693","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:40.860","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:42.597","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:43.305","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:48.138","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:04:55.534","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:02.818","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:04.450","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:05.256","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:05.673","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:10.055","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:17.381","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:19.120","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:20.228","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:24.658","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:26.669","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:31.855","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:39.215","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:40.660","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:41.387","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:42.054","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:46.506","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:46.508","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:53.791","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:05:55.957","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:01.053","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:02.593","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:03.054","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:08.285","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:15.623","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:17.416","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:18.081","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:22.868","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:30.074","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:37.306","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:39.103","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:39.922","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:40.143","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:44.707","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:52.041","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:06:59.206","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:06.477","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:06.480","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:08.116","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:08.963","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:13.872","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:16.057","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:16.726","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:21.157","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:28.366","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:35.644","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:37.484","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:42.997","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:44.609","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:45.381","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:50.237","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:57.483","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:07:59.804","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:04.747","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:06.477","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:12.056","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:12.158","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:19.407","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:21.045","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:26.665","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:33.970","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:35.418","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:41.171","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:42.775","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:43.494","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:48.486","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:50.712","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:50.969","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:55.817","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:08:58.054","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:02.935","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:02.941","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:05.081","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:10.219","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:17.658","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:17.660","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:24.934","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:32.226","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:39.476","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:41.740","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:46.706","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:54.038","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:09:54.041","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:01.344","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:03.387","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:08.580","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:10.149","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:10.800","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:15.805","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:17.415","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:17.942","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:23.177","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:30.385","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:32.011","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:32.705","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:37.747","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:45.031","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:46.851","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:47.878","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:52.253","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:10:59.580","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:01.838","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:06.726","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:13.961","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:21.274","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:22.968","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:23.822","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:28.718","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:30.343","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:31.149","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:36.003","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:43.274","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:45.281","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:50.525","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:57.844","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:11:59.871","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:05.128","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:12.412","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:12.415","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:13.940","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:14.225","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:14.434","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:19.691","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:26.759","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:34.127","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:35.885","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:36.414","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:41.530","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:43.573","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:48.749","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:48.843","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:56.086","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:57.864","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:12:58.842","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:03.260","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:05.309","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:06.142","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:10.537","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:17.883","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:25.134","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:26.975","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:27.870","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:32.502","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:39.670","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:46.856","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:49.100","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:13:54.335","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:01.564","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:08.822","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:16.189","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:17.732","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:18.225","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:19.058","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:23.422","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:23.424","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:30.696","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:37.980","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:45.273","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:52.532","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:14:59.835","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:07.153","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:08.675","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:08.788","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:09.586","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:14.439","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:21.695","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:21.699","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:23.357","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:24.376","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:28.988","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:36.279","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:43.459","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:50.723","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:53.084","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:53.696","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:15:58.126","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:05.396","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:05.399","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:12.689","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:19.966","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:21.807","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:22.750","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:27.244","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:34.528","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:36.552","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:37.174","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:41.751","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:49.091","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:56.209","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:16:56.212","Resource Change","Impetus","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:03.536","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:06.334","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:10.931","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:12.758","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:13.523","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:18.177","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:20.410","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:25.313","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:32.588","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:34.307","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:35.234","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:40.042","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:47.347","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:48.986","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:49.542","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:17:54.639","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:01.910","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:09.188","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:11.022","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:16.472","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:23.709","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:25.294","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:25.954","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:26.195","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:31.007","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:33.043","Resource Change","High Voltage","1 Arcane Charges","Blinkladen → Blinkladen",""
"00:18:38.267","Resource Change","Arcane Blast","1 Arcane Charges","Blinkladen → Blinkladen",""
