"Time","Type","Ability","Source → Target",""
"00:57:29.089","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:57:31.550","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:57:35.583","Cast","Arcane Blast 1.59 sec","Blinkladen → Training Dummy 1",""
"00:57:36.409","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:57:38.819","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:57:42.769","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:57:43.707","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:57:46.131","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:57:50.019","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:57:50.915","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:57:53.407","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:57:57.437","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:57:58.262","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:58:00.692","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:04.735","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:58:05.547","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:07.959","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:12.012","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:58:12.838","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:15.262","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:19.290","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:58:20.074","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:22.498","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:26.561","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:58:27.377","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:58:29.824","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:33.728","Cast","Arcane Blast 1.48 sec","Blinkladen → Training Dummy 1",""
"00:58:34.673","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:37.035","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:41.020","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:58:41.937","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:58:44.380","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:48.402","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:58:49.241","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:51.563","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:55.686","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:58:56.519","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:58:58.949","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:02.970","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:59:03.784","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:59:06.233","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:10.263","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"00:59:11.020","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:59:13.487","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:17.499","Cast","Arcane Blast 1.57 sec","Blinkladen → Training Dummy 1",""
"00:59:18.297","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:20.790","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:24.811","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:59:25.631","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:59:28.074","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:32.008","Cast","Arcane Blast 1.52 sec","Blinkladen → Training Dummy 1",""
"00:59:32.921","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:35.328","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:39.298","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"00:59:40.199","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:59:42.630","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:46.596","Cast","Arcane Blast 1.57 sec","Blinkladen → Training Dummy 1",""
"00:59:47.491","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:49.827","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:59:53.825","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:59:54.674","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:59:57.199","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:01.027","Cast","Arcane Blast 1.42 sec","Blinkladen → Training Dummy 1",""
"01:00:02.046","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:04.382","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:08.422","Cast","Arcane Blast 1.51 sec","Blinkladen → Training Dummy 1",""
"01:00:09.234","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:00:11.713","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:15.707","Cast","Arcane Blast 1.52 sec","Blinkladen → Training Dummy 1",""
"01:00:16.616","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:18.973","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:23.053","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"01:00:23.832","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:26.240","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:30.297","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"01:00:31.116","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:00:33.581","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:37.511","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"01:00:38.346","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:00:40.868","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:44.796","Cast","Arcane Blast 1.51 sec","Blinkladen → Training Dummy 1",""
"01:00:45.733","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:48.150","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:52.179","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"01:00:53.005","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:00:55.442","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:00:59.463","Cast","Arcane Blast 1.69 sec","Blinkladen → Training Dummy 1",""
"01:01:00.303","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:02.694","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:06.742","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"01:01:07.581","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:01:10.010","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:14.033","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"01:01:14.866","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:17.257","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:21.310","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"01:01:22.150","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:24.566","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:28.574","Cast","Arcane Blast 1.67 sec","Blinkladen → Training Dummy 1",""
"01:01:29.408","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:01:31.851","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:35.879","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"01:01:36.636","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:39.118","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:43.010","Cast","Arcane Blast 1.51 sec","Blinkladen → Training Dummy 1",""
"01:01:43.983","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:46.338","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:50.296","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"01:01:51.227","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:01:53.692","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:01:57.692","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"01:01:58.545","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:00.903","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:05.004","Cast","Arcane Blast 1.68 sec","Blinkladen → Training Dummy 1",""
"01:02:05.812","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:02:08.260","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:12.207","Cast","Arcane Blast 1.53 sec","Blinkladen → Training Dummy 1",""
"01:02:13.102","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:02:15.513","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:19.448","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"01:02:20.393","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:22.788","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:26.698","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"01:02:27.660","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:02:30.101","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:34.060","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"01:02:34.962","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:37.360","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:41.344","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"01:02:42.157","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:02:44.601","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:48.602","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"01:02:49.518","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:51.955","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:02:55.934","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"01:02:56.721","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:02:59.171","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:03.212","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"01:03:04.019","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:03:06.437","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:10.486","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"01:03:11.338","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:03:13.719","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:17.740","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"01:03:18.595","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:03:21.017","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:24.900","Cast","Arcane Blast 1.46 sec","Blinkladen → Training Dummy 1",""
"01:03:25.864","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:28.309","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:32.172","Cast","Arcane Blast 1.45 sec","Blinkladen → Training Dummy 1",""
"01:03:33.157","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:35.552","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:39.642","Cast","Arcane Blast 1.68 sec","Blinkladen → Training Dummy 1",""
"01:03:40.450","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:42.885","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:46.920","Cast","Arcane Blast 1.64 sec","Blinkladen → Training Dummy 1",""
"01:03:47.762","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:03:50.110","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:54.219","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"01:03:54.990","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:03:57.409","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:01.505","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"01:04:02.310","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:04:04.760","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:08.781","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"01:04:09.614","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:12.028","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:16.033","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"01:04:16.905","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:19.322","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:23.350","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"01:04:24.156","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:04:26.614","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:30.621","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"01:04:31.461","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:33.887","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:37.899","Cast","Arcane Blast 1.67 sec","Blinkladen → Training Dummy 1",""
"01:04:38.746","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:41.162","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:45.198","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"01:04:46.010","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:04:48.440","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:52.441","Cast","Arcane Blast 1.57 sec","Blinkladen → Training Dummy 1",""
"01:04:53.239","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:04:55.700","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:04:59.667","Cast","Arcane Blast 1.52 sec","Blinkladen → Training Dummy 1",""
"01:05:00.503","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:05:03.016","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:07.024","Cast","Arcane Blast 1.59 sec","Blinkladen → Training Dummy 1",""
"01:05:07.870","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:10.287","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:14.315","Cast","Arcane Blast 1.64 sec","Blinkladen → Training Dummy 1",""
"01:05:15.128","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:05:17.579","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:21.547","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"01:05:22.365","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:05:24.776","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:28.776","Cast","Arcane Blast 1.52 sec","Blinkladen → Training Dummy 1",""
"01:05:29.718","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:32.129","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:36.155","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"01:05:37.003","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:39.364","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:43.253","Cast","Arcane Blast 1.41 sec","Blinkladen → Training Dummy 1",""
"01:05:44.279","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:46.621","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:50.517","Cast","Arcane Blast 1.40 sec","Blinkladen → Training Dummy 1",""
"01:05:51.517","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"01:05:53.967","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:05:57.892","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"01:05:58.766","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:06:01.234","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:06:05.183","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"01:06:06.127","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"01:06:08.489","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
