"Time","Type","Ability","Source → Target",""
"00:37:27.663","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:37:30.132","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:37:34.133","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:37:35.003","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:37:37.406","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:37:41.452","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:37:42.263","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:37:44.729","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:37:48.619","Cast","Arcane Blast 1.47 sec","Blinkladen → Training Dummy 1",""
"00:37:49.516","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:37:51.992","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:37:55.924","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:37:56.861","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:37:59.242","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:03.257","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"00:38:04.132","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:38:06.555","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:10.508","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:38:11.404","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:13.835","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:17.868","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:38:18.666","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:38:21.131","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:25.161","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:38:25.923","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:38:28.398","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:32.392","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:38:33.270","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:35.687","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:39.729","Cast","Arcane Blast 1.69 sec","Blinkladen → Training Dummy 1",""
"00:38:40.540","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:42.978","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:46.841","Cast","Arcane Blast 1.45 sec","Blinkladen → Training Dummy 1",""
"00:38:47.742","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:50.257","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:38:54.174","Cast","Arcane Blast 1.50 sec","Blinkladen → Training Dummy 1",""
"00:38:55.028","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:38:57.527","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:01.397","Cast","Arcane Blast 1.50 sec","Blinkladen → Training Dummy 1",""
"00:39:02.327","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:04.789","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:08.795","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:39:09.659","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:39:12.089","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:16.117","Cast","Arcane Blast 1.59 sec","Blinkladen → Training Dummy 1",""
"00:39:16.902","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:19.356","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:23.382","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:39:24.229","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:39:26.666","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:30.687","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"00:39:31.520","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:33.890","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:37.965","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:39:38.805","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:41.221","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:45.243","Cast","Arcane Blast 1.64 sec","Blinkladen → Training Dummy 1",""
"00:39:46.041","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:48.505","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:52.520","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:39:53.346","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:39:55.784","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:39:59.812","Cast","Arcane Blast 1.66 sec","Blinkladen → Training Dummy 1",""
"00:40:00.589","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:03.038","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:07.090","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:40:07.910","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:40:10.352","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:14.381","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:40:15.153","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:17.620","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:21.652","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"00:40:22.492","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:24.915","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:28.950","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:40:29.776","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:32.186","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:36.215","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:40:36.985","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:40:39.463","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:43.346","Cast","Arcane Blast 1.46 sec","Blinkladen → Training Dummy 1",""
"00:40:44.332","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:46.730","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:50.658","Cast","Arcane Blast 1.48 sec","Blinkladen → Training Dummy 1",""
"00:40:51.596","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:40:54.034","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:40:57.951","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:40:58.894","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:01.292","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:05.221","Cast","Arcane Blast 1.48 sec","Blinkladen → Training Dummy 1",""
"00:41:06.179","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:08.581","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:12.471","Cast","Arcane Blast 1.45 sec","Blinkladen → Training Dummy 1",""
"00:41:13.465","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:15.881","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:19.876","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:41:20.728","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:41:23.137","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:27.140","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:41:28.020","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:30.418","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:34.437","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:41:35.283","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:37.727","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:41.701","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:41:42.533","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:41:44.951","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:48.986","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"00:41:49.793","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:41:52.258","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:56.326","Cast","Arcane Blast 1.66 sec","Blinkladen → Training Dummy 1",""
"00:41:57.130","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:41:59.568","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:03.603","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:42:04.342","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:42:06.845","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:10.846","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:42:11.631","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:14.137","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:18.137","Cast","Arcane Blast 1.67 sec","Blinkladen → Training Dummy 1",""
"00:42:18.950","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:42:21.348","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:25.363","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:42:26.214","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:28.681","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:32.686","Cast","Arcane Blast 1.57 sec","Blinkladen → Training Dummy 1",""
"00:42:33.472","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:35.935","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:39.949","Cast","Arcane Blast 1.64 sec","Blinkladen → Training Dummy 1",""
"00:42:40.818","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:43.248","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:47.262","Cast","Arcane Blast 1.66 sec","Blinkladen → Training Dummy 1",""
"00:42:48.034","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:42:50.539","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:54.507","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:42:55.368","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:42:57.813","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:01.805","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:43:02.575","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:43:05.047","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:09.095","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:43:09.930","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:12.363","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:16.313","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:43:17.200","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:19.664","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:23.606","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:43:24.506","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:43:26.859","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:30.946","Cast","Arcane Blast 1.59 sec","Blinkladen → Training Dummy 1",""
"00:43:31.796","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:34.220","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:38.186","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:43:39.067","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:43:41.435","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:45.380","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:43:46.366","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:48.763","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:52.699","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:43:53.577","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:43:56.073","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:43:59.984","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:44:00.928","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:03.319","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:07.289","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:44:08.150","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:10.589","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:14.595","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:44:15.407","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:17.823","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:21.874","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:44:22.769","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:44:25.123","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:29.220","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:44:30.039","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:32.395","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:36.463","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:44:37.317","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:44:39.691","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:43.741","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:44:44.622","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:47.045","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:51.038","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:44:51.893","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:54.322","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:44:58.226","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:44:59.170","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:01.601","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:05.470","Cast","Arcane Blast 1.45 sec","Blinkladen → Training Dummy 1",""
"00:45:06.379","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:08.816","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:12.914","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:45:13.632","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:45:16.157","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:20.170","Cast","Arcane Blast 1.64 sec","Blinkladen → Training Dummy 1",""
"00:45:21.025","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:23.409","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:27.455","Cast","Arcane Blast 1.64 sec","Blinkladen → Training Dummy 1",""
"00:45:28.261","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:30.670","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:34.755","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:45:35.525","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:45:37.921","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:42.033","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:45:42.810","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:45.213","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:49.253","Cast","Arcane Blast 1.54 sec","Blinkladen → Training Dummy 1",""
"00:45:50.150","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:52.490","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:45:56.483","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:45:57.421","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:45:59.823","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:03.767","Cast","Arcane Blast 1.55 sec","Blinkladen → Training Dummy 1",""
"00:46:04.706","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:46:07.129","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:11.136","Cast","Arcane Blast 1.67 sec","Blinkladen → Training Dummy 1",""
"00:46:11.934","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:46:14.372","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:18.415","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:46:19.212","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:21.697","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:25.727","Cast","Arcane Blast 1.68 sec","Blinkladen → Training Dummy 1",""
"00:46:26.545","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:28.940","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:32.997","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:46:33.774","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:36.232","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:40.274","Cast","Arcane Blast 1.62 sec","Blinkladen → Training Dummy 1",""
"00:46:41.031","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:46:43.497","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:47.399","Cast","Arcane Blast 1.44 sec","Blinkladen → Training Dummy 1",""
"00:46:48.399","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:50.811","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:46:54.733","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:46:55.623","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:46:58.025","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:02.123","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:47:02.906","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:05.366","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:09.413","Cast","Arcane Blast 1.69 sec","Blinkladen → Training Dummy 1",""
"00:47:10.246","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:12.575","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:16.677","Cast","Arcane Blast 1.67 sec","Blinkladen → Training Dummy 1",""
"00:47:17.420","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:47:19.941","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:23.921","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:47:24.788","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:27.144","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:31.178","Cast","Arcane Blast 1.59 sec","Blinkladen → Training Dummy 1",""
"00:47:32.073","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:34.510","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:38.532","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:47:39.350","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:41.773","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:45.811","Cast","Arcane Blast 1.68 sec","Blinkladen → Training Dummy 1",""
"00:47:46.621","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:47:48.996","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:47:53.059","Cast","Arcane Blast 1.57 sec","Blinkladen → Training Dummy 1",""
"00:47:53.858","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:47:56.324","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:00.260","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:48:01.192","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:48:03.565","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:07.539","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:48:08.454","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:10.831","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:14.795","Cast","Arcane Blast 1.48 sec","Blinkladen → Training Dummy 1",""
"00:48:15.752","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:18.197","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:22.192","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:48:22.962","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:25.398","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:29.468","Cast","Arcane Blast 1.58 sec","Blinkladen → Training Dummy 1",""
"00:48:30.323","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:48:32.683","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:36.788","Cast","Arcane Blast 1.61 sec","Blinkladen → Training Dummy 1",""
"00:48:37.552","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:40.025","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:44.073","Cast","Arcane Blast 1.60 sec","Blinkladen → Training Dummy 1",""
"00:48:44.795","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:48:47.315","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:51.342","Cast","Arcane Blast 1.65 sec","Blinkladen → Training Dummy 1",""
"00:48:52.175","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:54.574","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:48:58.565","Cast","Arcane Blast 1.63 sec","Blinkladen → Training Dummy 1",""
"00:48:59.460","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:01.800","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:05.711","Cast","Arcane Blast 1.43 sec","Blinkladen → Training Dummy 1",""
"00:49:06.738","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:09.161","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:13.079","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:49:14.012","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:49:16.432","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:20.357","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:49:21.301","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:23.710","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:27.642","Cast","Arcane Blast 1.49 sec","Blinkladen → Training Dummy 1",""
"00:49:28.585","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:31.009","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:34.983","Cast","Arcane Blast 1.56 sec","Blinkladen → Training Dummy 1",""
"00:49:35.808","Cast","Arcane Missiles","Blinkladen → Training Dummy 1",""
"00:49:38.281","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:42.149","Cast","Arcane Blast 1.43 sec","Blinkladen → Training Dummy 1",""
"00:49:43.065","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
"00:49:45.546","Cast","Arcane Barrage","Blinkladen → Training Dummy 1",""
