"Time","Type","Ability","Source → Target",""
"02:03.285","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"02:04.499","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:05.728","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:08.165","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:09.381","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:11.818","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:13.034","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:15.485","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:16.611","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:19.138","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:20.346","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:22.784","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:24.006","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:25.222","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"02:26.438","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:27.625","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:30.061","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:31.290","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:33.721","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:34.950","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:37.387","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:38.603","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:41.082","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:42.248","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:44.720","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:45.880","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:47.090","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"02:48.304","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:49.527","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:51.971","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:53.179","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:55.707","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:56.923","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"02:59.345","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:00.575","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:02.998","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:04.134","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:06.623","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:07.894","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:09.097","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"03:10.325","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:11.534","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:13.972","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:15.199","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:17.617","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:18.853","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:21.206","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:22.519","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:24.943","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:26.158","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:28.596","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:29.824","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:31.041","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"03:32.168","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:33.477","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:35.922","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:37.075","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:39.574","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:40.783","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:43.234","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:44.368","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:46.880","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:48.109","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:50.451","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:51.762","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:52.977","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"03:54.201","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:55.416","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:57.852","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"03:59.068","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:01.458","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:02.672","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:05.102","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:06.379","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:07.610","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"04:08.749","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:10.019","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:12.484","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:13.618","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:16.130","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:17.345","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:19.775","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:20.977","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:23.393","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:24.624","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:27.046","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:28.264","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:29.464","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"04:30.687","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:31.908","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:34.346","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:35.560","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:38.068","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:39.289","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:41.727","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:42.949","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:45.372","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:46.608","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:48.949","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:50.261","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:51.478","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"04:52.693","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:53.853","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:56.359","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:57.574","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"04:59.949","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:01.179","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:03.616","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:04.893","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:07.317","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:08.539","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:10.990","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:12.199","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:13.422","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"05:14.540","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:15.845","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:18.235","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:19.504","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:21.949","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:23.164","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:25.601","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:26.824","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:29.264","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:30.476","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:32.906","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:34.136","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:35.360","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"05:36.485","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:37.789","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:40.227","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:41.450","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:43.879","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:45.101","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:47.510","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:48.740","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:51.191","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:52.352","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:54.762","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:55.982","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:57.199","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"05:58.425","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"05:59.719","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:02.170","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:03.386","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:05.816","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:07.031","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:09.462","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:10.698","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:13.143","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:14.351","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:16.789","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:18.004","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:19.221","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"06:20.444","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:21.670","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:24.108","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:25.235","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:27.754","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:28.969","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:31.413","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:32.636","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:35.024","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:36.281","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:38.739","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:39.944","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:41.115","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"06:42.379","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:43.594","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:46.038","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:47.248","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:49.615","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:50.913","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:53.351","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:54.567","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:57.004","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"06:58.233","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:00.608","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:01.878","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:03.108","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"07:04.315","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:05.538","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:07.934","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:09.191","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:11.622","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:12.833","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:15.254","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:16.469","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:18.906","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:20.094","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:22.531","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:23.760","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:24.977","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"07:26.276","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:27.399","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:29.825","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:31.129","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:33.552","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:34.781","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:37.226","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:38.448","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:40.878","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:42.107","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:44.545","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:45.754","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:46.977","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"07:48.199","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:49.337","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:51.830","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:53.065","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:55.510","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:56.725","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"07:59.164","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:00.378","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:02.740","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:04.038","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:06.475","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:07.615","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:08.916","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"08:10.044","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:11.358","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:13.781","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:14.982","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:22.317","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:24.721","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:25.969","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:28.413","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:29.621","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:32.072","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:33.295","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:34.511","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"08:35.731","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:36.941","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:39.386","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:40.519","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:43.039","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:44.261","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:46.621","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:47.899","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:50.330","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:51.572","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:53.975","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:55.190","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:56.393","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"08:57.571","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"08:58.831","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:01.250","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:02.475","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:04.926","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:06.151","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:08.615","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:09.850","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:12.252","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:13.440","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:15.878","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:17.103","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:18.393","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"09:19.610","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:20.815","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:23.259","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:24.482","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:26.914","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:28.135","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:30.565","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:31.794","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:34.225","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:35.454","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:37.877","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:39.114","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:40.317","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"09:41.545","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:42.760","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:43.980","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"09:45.197","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:46.426","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:48.850","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:49.984","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:52.509","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:53.732","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:56.177","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:57.296","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"09:59.823","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:01.024","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:03.420","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:04.607","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:05.906","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"10:07.045","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:08.364","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:10.734","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:12.003","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:14.453","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:15.614","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:18.092","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:19.322","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:25.363","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:26.613","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:29.064","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:30.293","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:31.461","Cast","Arcane Missiles","Blinkladen → Training Dummy 2",""
"10:32.717","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:33.959","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:36.355","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
"10:37.613","Cast","Arcane Barrage","Blinkladen → Training Dummy 2",""
